Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
LBC,Luther Burbank Corp,Financial Services,907.0%,0.02633341401,N/A,N/A,$0.24,$462.82,0,N/A,,$13.69,7.82
LBRT,Liberty Energy Inc,Energy,"1,248.0%",0.01200703177,N/A,N/A,$0.15,"$2,185.40",4,5.0%,,$18.24,10.64
LC,LendingClub Corp,Financial Services,937.0%,0,N/A,N/A,$0.00,"$1,006.98",4,0.0%,,$15.79,6.31
LCII,LCI Industries,Consumer Cyclical,"11,696.0%",0.03538939791,0.0%,11.8%,$4.14,"$2,958.90",14,51.2%,,$134.56,86.66
LCUT,"Lifetime Brands, Inc.",Consumer Cyclical,511.0%,0.03292945992,0.0%,0.0%,$0.17,$110.85,N/A,N/A,,$11.68,4.31
LE,"Lands` End, Inc.",Consumer Cyclical,848.0%,0,N/A,N/A,$0.00,$275.26,0,N/A,,$18.15,6.2
LEGH,Legacy Housing Corp,Consumer Cyclical,"2,227.0%",0,N/A,N/A,$0.00,$542.95,0,N/A,,$23.33,11.96
LEU,Centrus Energy Corp,Energy,"3,257.0%",0,N/A,N/A,$0.00,$480.79,8,0.0%,,$55.59,23.42
LFCR,Lifecore Biomedical Inc,N/A,891.0%,0,N/A,N/A,$0.00,$270.17,N/A,0.0%,,$11.96,1.8
LFST,LifeStance Health Group Inc,N/A,899.0%,0,N/A,N/A,$0.00,"$3,387.20",0,N/A,,$10.50,4.22
LGFA,Lions Gate Entertainment Corp.,N/A,935.0%,0,N/A,N/A,$0.00,"$2,049.36",0,N/A,0.8,NaN,NaN
LGFB,Lions Gate Entertainment Corp.,N/A,892.0%,0,N/A,N/A,$0.00,"$2,049.36",0,N/A,0.8,NaN,NaN
LGIH,LGI Homes Inc,Consumer Cyclical,"12,878.0%",0,N/A,N/A,$0.00,"$3,030.55",11,0.0%,,$134.53,74.61
LGND,"Ligand Pharmaceuticals, Inc.",Healthcare,"7,309.0%",0,N/A,N/A,$0.00,"$1,262.45",53,0.0%,,$109.00,60.12
LICY,Li-Cycle Holdings Corp,N/A,544.0%,0,N/A,N/A,$0.00,$960.18,0,N/A,,$8.15,4.3
LIDR,AEye Inc,N/A,17.6%,0,N/A,N/A,$0.00,$31.08,0,N/A,,$2.96,0.159
LILA,Liberty Latin America Ltd,Communication Services,817.0%,0,N/A,N/A,$0.00,"$1,714.75",0,N/A,,$10.01,5.9
LILAK,Liberty Latin America Ltd,Communication Services,808.0%,0,N/A,N/A,$0.00,"$1,714.75",0,N/A,,$9.98,5.88
LIND,Lindblad Expeditions Holdings Inc,Consumer Cyclical,"1,034.0%",0,N/A,N/A,$0.00,$550.62,0,N/A,,$12.46,5.91
LIVN,LivaNova PLC,Healthcare,"4,863.0%",0,N/A,N/A,$0.00,"$2,614.74",N/A,0.0%,,$66.73,40.26
LKFN,Lakeland Financial Corp.,Financial Services,"4,956.0%",0.03415347103,15.0%,12.1%,$1.69,"$1,260.36",12,41.7%,0.5,$81.71,43.05
LL,LL Flooring Holdings Inc,Consumer Cyclical,429.0%,0,N/A,N/A,$0.00,$130.83,N/A,0.0%,,$11.00,2.75
LLAP,Terran Orbital Corp,N/A,130.0%,0,N/A,N/A,$0.00,$188.56,0,N/A,,$5.46,1.11
LMAT,Lemaitre Vascular Inc,Healthcare,"6,821.0%",0.007730082128,12.0%,14.9%,$0.53,"$1,514.26",73,56.8%,0.6,$68.67,41.37
LMND,Lemonade Inc,N/A,"1,687.0%",0,N/A,N/A,$0.00,"$1,172.31",N/A,0.0%,,$32.97,10.29
LNN,Lindsay Corporation,Industrials,"12,499.0%",0.01088087047,N/A,N/A,$1.35,"$1,375.88",17,18.9%,,$182.17,116.16
LNTH,Lantheus Holdings Inc,Healthcare,"9,252.0%",0,N/A,N/A,$0.00,"$6,322.16",N/A,0.0%,,$100.85,47.46
LNW,Light & Wonder Inc,N/A,"6,612.0%",0,N/A,N/A,$0.00,"$6,024.75",2,0.0%,,$68.55,40.1
LOB,Live Oak Bancshares Inc,Financial Services,"2,506.0%",0.002392677034,0.0%,0.0%,$0.06,"$1,110.50",8,1.9%,,$43.55,17.28
LOCL,Local Bounti Corp,N/A,317.0%,0,N/A,N/A,$0.00,$334.70,0,N/A,,$62.66,3.16
LOCO,El Pollo Loco Holdings Inc,Consumer Cyclical,929.0%,0,N/A,N/A,$0.00,$334.67,14,0.0%,,$13.00,7.06
LOVE,Lovesac Company,Consumer Cyclical,"2,591.0%",0,N/A,N/A,$0.00,$394.27,0,N/A,,$39.81,17.6
LPG,Dorian LPG Ltd,Energy,"2,417.0%",0,N/A,N/A,$0.00,$975.27,6,0.0%,,$25.56,10.98
LPRO,Open Lending Corp,N/A,"1,012.0%",0,N/A,N/A,$0.00,"$1,221.48",0,N/A,,$11.99,5.35
LPSN,Liveperson Inc,Technology,438.0%,0,N/A,N/A,$0.00,$345.86,N/A,0.0%,,$18.17,3.19
LQDA,Liquidia Corp,Healthcare,900.0%,0,N/A,N/A,$0.00,$582.46,0,N/A,,$9.60,3.38
LQDT,Liquidity Services Inc,Consumer Cyclical,"1,553.0%",0,N/A,N/A,$0.00,$476.45,14,0.0%,,$22.59,11.97
LRN,Stride Inc,Consumer Defensive,"3,754.0%",0,N/A,N/A,$0.00,"$1,615.65",14,0.0%,,$47.35,30.66
LSEA,Landsea Homes Corporation,N/A,827.0%,0,N/A,N/A,$0.00,$329.36,0,N/A,,$8.65,4.48
LTC,"LTC Properties, Inc.",Real Estate,"3,231.0%",0.07056638812,0.0%,0.0%,$2.21,"$1,337.51",11,76.1%,,$43.16,30.7
LTCH,Latch Inc,N/A,134.0%,0,N/A,N/A,$0.00,$194.06,0,N/A,,$1.47,0.4851
LTH,Life Time Group Holdings Inc,N/A,"1,900.0%",0,N/A,N/A,$0.00,"$3,705.73",0,N/A,,$21.75,8.75
LTHM,Livent Corp,Basic Materials,"2,586.0%",0,N/A,N/A,$0.00,"$4,644.72",14,0.0%,,$36.38,18.26
LUNG,Pulmonx Corp,N/A,"1,288.0%",0,N/A,N/A,$0.00,$486.20,0,N/A,,$24.49,4.07
LVLU,Lulus Fashion Lounge Holdings Inc,N/A,314.0%,0,N/A,N/A,$0.00,$124.78,0,N/A,,$12.92,1.9
LVOX,LiveVox Holdings Inc,N/A,293.0%,0,N/A,N/A,$0.00,$272.31,0,N/A,,$3.41,1.4
LWLG,Lightwave Logic Inc,Basic Materials,675.0%,0,N/A,N/A,$0.00,$772.27,0,N/A,,$12.43,3.88
LXFR,Luxfer Holdings PLC,Industrials,"1,506.0%",0.0340895961,0.0%,0.8%,$0.51,$415.60,0,N/A,,$17.68,12.49
LXP,LXP Industrial Trust,Real Estate,932.0%,0.05364806867,4.2%,-6.8%,$0.48,"$2,726.85",25,130.4%,,$11.77,8.48
LXRX,Lexicon Pharmaceuticals Inc,Healthcare,237.0%,0,N/A,N/A,$0.00,$449.26,N/A,0.0%,,$3.79,1.71
LXU,"LSB Industries, Inc.",Basic Materials,990.0%,0,N/A,N/A,$0.00,$753.68,4,0.0%,,$18.47,8.15
LYEL,Lyell Immunopharma Inc,N/A,326.0%,0,N/A,N/A,$0.00,$813.73,0,N/A,,$8.74,1.77
LZ,LegalZoom.com Inc.,N/A,"1,216.0%",0,N/A,N/A,$0.00,"$2,323.99",0,N/A,,$13.94,6.89
LZB,La-Z-Boy Inc.,Consumer Cyclical,"2,749.0%",0.02556361544,N/A,N/A,$0.70,"$1,190.80",8,20.2%,,$32.65,21.49
MAC,Macerich Co.,Real Estate,"1,043.0%",0.06519654842,13.3%,-25.5%,$0.65,"$2,243.44",N/A,N/A,,$14.07,7.08
MAPS,WM Technology Inc,N/A,69.9%,0,N/A,N/A,$0.00,$64.75,0,N/A,,$4.42,0.596
MARA,Marathon Digital Holdings Inc,Financial Services,"1,271.0%",0,N/A,N/A,$0.00,"$2,127.65",0,N/A,,$18.88,3.11
MASS,908 Devices Inc,N/A,723.0%,0,N/A,N/A,$0.00,$232.53,0,N/A,,$26.00,5.69
MATV,Mativ Holdings Inc,N/A,"1,475.0%",0.1051857846,N/A,N/A,$1.55,$808.92,N/A,N/A,,$27.86,14.59
MATW,Matthews International Corp.,Industrials,"3,980.0%",0.02311557789,4.5%,3.9%,$0.90,"$1,212.24",N/A,N/A,0.7,$42.15,21.71
MATX,Matson Inc,Industrials,"7,404.0%",0.01663233845,3.3%,8.1%,$1.23,"$2,654.82",3,6.2%,,$90.51,56.24
MAX,MediaAlpha Inc,N/A,930.0%,0,N/A,N/A,$0.00,$426.32,0,N/A,,$17.01,5.08
MBI,MBIA Inc.,Financial Services,848.0%,0,N/A,N/A,$0.00,$465.43,N/A,0.0%,,$14.00,7.33
MBIN,Merchants Bancorp,Financial Services,"2,535.0%",0.01175846829,14.3%,5.9%,$0.30,"$1,095.97",0,N/A,0.9,$31.08,21.21
MBUU,Malibu Boats Inc,Consumer Cyclical,"5,625.0%",0,N/A,N/A,$0.00,"$1,158.75",7,0.0%,,$70.87,46.3
MBWM,Mercantile Bank Corp.,Financial Services,"2,757.0%",0.04595842767,6.5%,6.6%,$1.27,$441.10,6,28.5%,0.8,$36.99,23.29
MC,Moelis & Co,Financial Services,"4,228.0%",0.05510445033,0.0%,3.7%,$2.33,"$2,814.41",32,186.4%,,$48.73,31.22
MCB,Metropolitan Bank Holding Corp,Financial Services,"3,196.0%",0,N/A,N/A,$0.00,$358.31,0,N/A,,$80.37,13.98
MCBC,Macatawa Bank Corp.,Financial Services,925.0%,0.03392473409,0.0%,5.9%,$0.31,$317.20,8,26.4%,0.5,$11.45,6.83
MCBS,MetroCity Bankshares Inc,Financial Services,"1,812.0%",0.03563664111,20.0%,-2.1%,$0.65,$455.60,0,N/A,0.9,$23.59,13.1
MCFT,MasterCraft Boat Holdings Inc,Consumer Cyclical,"2,878.0%",0,N/A,N/A,$0.00,$503.51,9,0.0%,,$35.29,18.49
MCRB,Seres Therapeutics Inc,Healthcare,530.0%,0,N/A,N/A,$0.00,$677.88,N/A,0.0%,,$9.49,3.08
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,"6,904.0%",0.004345307241,N/A,N/A,$0.30,"$1,321.08",15,6.8%,0.8,$79.48,50.11
MCS,Marcus Corp.,Communication Services,"1,456.0%",0.01366957219,N/A,N/A,$0.20,$358.10,N/A,N/A,,$18.00,13.51
MCY,Mercury General Corp.,Financial Services,"3,061.0%",0.04148970925,-50.0%,-12.7%,$1.25,"$1,694.91",N/A,N/A,,$44.57,25.87
MD,Pediatrix Medical Group Inc,Healthcare,"1,364.0%",0,N/A,N/A,$0.00,"$1,142.49",11,0.0%,,$23.95,12.84
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,"4,463.0%",0.04481290612,0.0%,10.8%,$1.96,"$3,263.24",7,29.2%,,$45.89,25.93
MDGL,Madrigal Pharmaceuticals Inc,Healthcare,"23,767.0%",0,N/A,N/A,$0.00,"$4,346.79",0,N/A,,$322.67,57.21
MDRX,Veradigm Inc,Healthcare,"1,136.0%",0,N/A,N/A,$0.00,"$1,241.19",20,0.0%,,$19.77,11.3
MDXG,Mimedx Group Inc,Healthcare,645.0%,0,N/A,N/A,$0.00,$745.63,N/A,0.0%,,$6.59,2.43
ME,23andMe Holding Co,N/A,164.0%,0,N/A,N/A,$0.00,$480.68,0,N/A,,$6.31,1.57
MED,Medifast Inc,Consumer Cyclical,"8,828.0%",0.07476212053,0.6%,28.0%,$6.42,$961.12,7,50.2%,,$183.52,77.67
MEDP,Medpace Holdings Inc,Healthcare,"22,339.0%",0,N/A,N/A,$0.00,"$6,813.19",27,0.0%,,$241.48,141.3
MEG,Montrose Environmental Group Inc,N/A,"4,003.0%",0,N/A,N/A,$0.00,"$1,204.03",0,N/A,,$55.00,28.64
MEI,"Methode Electronics, Inc.",Technology,"3,277.0%",0.0212628995,0.0%,4.9%,$0.70,"$1,179.25",14,30.3%,,$51.21,32.25
METC,Ramaco Resources Inc,Basic Materials,857.0%,0,N/A,N/A,$0.00,$0.00,0,N/A,,$9.07,7.57
MFA,MFA Financial Inc,Real Estate,"1,092.0%",0.136221033,N/A,N/A,$1.49,"$1,112.88",N/A,N/A,,$11.95,6.66
MGEE,"MGE Energy, Inc.",Utilities,"7,587.0%",0.02148411757,5.2%,3.8%,$1.61,"$2,743.71",27,57.9%,0.6,$83.88,60.28
MGNI,Magnite Inc,N/A,"1,330.0%",0,N/A,N/A,$0.00,"$1,803.14",N/A,0.0%,,$14.21,5.59
MGNX,Macrogenics Inc,Healthcare,574.0%,0,N/A,N/A,$0.00,$354.96,0,N/A,,$7.90,2.9
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,"9,823.0%",0.004873596005,0.0%,8.4%,$0.48,"$2,156.23",21,10.3%,0.6,$125.29,90.47
MGRC,McGrath Rentcorp,Industrials,"9,181.0%",0.02025923102,2.2%,6.5%,$1.81,"$2,247.21",13,26.4%,0.6,$110.54,71.58
MGTX,MeiraGTx Holdings plc,Healthcare,704.0%,0,N/A,N/A,$0.00,$418.88,0,N/A,,$11.58,4.77
MGY,Magnolia Oil & Gas Corp,Energy,"1,966.0%",0.02170673508,N/A,N/A,$0.43,"$3,738.28",5,9.9%,,$27.27,17.67
MHO,MI Homes Inc.,Consumer Cyclical,"8,155.0%",0,N/A,N/A,$0.00,"$2,269.49",5,0.0%,,$82.81,35.37
MIR,Mirion Technologies Inc.,N/A,824.0%,0,N/A,N/A,$0.00,"$1,795.53",0,N/A,,$9.53,5.4
MIRM,Mirum Pharmaceuticals Inc,Healthcare,"2,735.0%",0,N/A,N/A,$0.00,"$1,040.17",0,N/A,,$30.55,17.32
MITK,Mitek Systems Inc,Technology,"1,058.0%",0,N/A,N/A,$0.00,$472.72,53,0.0%,,$11.95,8.6
MKFG,Markforged Holding Corporation,N/A,114.0%,0,N/A,N/A,$0.00,$223.82,0,N/A,,$3.24,0.71
MKTW,Marketwise Inc,N/A,254.0%,0.003937007786,N/A,N/A,$0.01,$89.99,7,1.9%,1.3,$4.13,1.44
ML,MoneyLion Inc,N/A,"1,051.0%",0,N/A,N/A,$0.00,$92.47,0,N/A,,$81.90,7.5
MLAB,"Mesa Laboratories, Inc.",Technology,"12,710.0%",0.005031861821,N/A,N/A,$0.64,$682.52,734,368.6%,,$215.81,113.99
MLI,"Mueller Industries, Inc.",Industrials,"8,375.0%",0.01432835821,20.0%,24.6%,$1.09,"$4,773.75",7,9.2%,,$86.23,50.27
MLKN,MillerKnoll Inc,N/A,"1,439.0%",0.05073036253,N/A,N/A,$0.73,"$1,088.29",16,82.0%,1.4,$31.77,13.03
MLNK,MeridianLink Inc,N/A,"1,975.0%",0,N/A,N/A,$0.00,"$1,592.75",0,N/A,,$21.04,12.49
MLR,Miller Industries Inc.,Consumer Cyclical,"3,507.0%",0.02053036784,0.0%,0.0%,$0.71,$401.24,0,N/A,,$37.51,20.64
MLYS,Mineralys Therapeutics Inc,N/A,"1,595.0%",0,N/A,N/A,$0.00,$651.66,0,N/A,,$21.98,12.62
MMI,Marcus & Millichap Inc,Real Estate,"3,097.0%",0.01608189528,N/A,N/A,$0.50,"$1,191.61",18,30.2%,,$40.91,27.49
MMS,Maximus Inc.,Industrials,"8,354.0%",0.01340675126,0.0%,44.1%,$1.11,"$5,077.86",29,39.8%,,$86.73,53.85
MMSI,"Merit Medical Systems, Inc.",Healthcare,"8,217.0%",0,N/A,N/A,$0.00,"$4,724.25",56,0.0%,,$85.62,50.46
MNKD,Mannkind Corp,Healthcare,393.0%,0,N/A,N/A,$0.00,"$1,038.72",N/A,0.0%,,$5.73,2.91
MNRO,Monro Inc,Consumer Cyclical,"3,967.0%",0.02782765879,0.0%,7.0%,$1.10,"$1,246.33",32,93.6%,0.7,$54.64,39.18
MNTK,Montauk Renewables Inc,N/A,705.0%,0,N/A,N/A,$0.00,"$1,012.82",0,N/A,,$20.78,5.46
MNTS,Momentus Inc,N/A,26.4%,0,N/A,N/A,$0.00,$25.10,0,N/A,,$2.60,0.26
MOD,Modine Manufacturing Co.,Consumer Cyclical,"3,158.0%",0,N/A,N/A,$0.00,"$1,645.29",11,0.0%,,$34.01,9.94
MODG,Topgolf Callaway Brands Corp,N/A,"1,920.0%",0,N/A,N/A,$0.00,"$3,563.57",37,0.0%,,$25.96,16.13
MODN,Model N Inc,Technology,"3,423.0%",0,N/A,N/A,$0.00,"$1,304.40",0,N/A,,$43.18,24.2
MODV,ModivCare Inc,N/A,"4,721.0%",0,N/A,N/A,$0.00,$668.81,N/A,0.0%,,$121.54,43.32
MOFG,MidWestOne Financial Group Inc,Financial Services,"2,163.0%",0.04331125791,2.1%,4.5%,$0.94,$339.06,7,30.4%,0.8,$34.18,17.36
MOGA,"Moog, Inc.",N/A,"7,489.0%",0,N/A,N/A,$1.01,"$2,406.56",0,N/A,0.8,NaN,NaN
MORF,Morphic Holding Inc,Healthcare,"5,976.0%",0,N/A,N/A,$0.00,"$2,687.69",0,N/A,,$63.08,20.41
MOV,"Movado Group, Inc.",Consumer Cyclical,"2,671.0%",0.05143357547,N/A,N/A,$1.37,$417.15,5,36.7%,,$36.33,23.93
MPAA,Motorcar Parts of America Inc.,Consumer Cyclical,699.0%,0,N/A,N/A,$0.00,$136.27,0,N/A,,$19.93,4.26
MPB,"Mid Penn Bancorp, Inc.",Financial Services,"2,306.0%",0.03400994089,0.0%,14.9%,$0.78,$366.84,0,N/A,0.6,$33.86,17.88
MPLN,MultiPlan Corp,N/A,206.0%,0,N/A,N/A,$0.00,"$1,344.85",0,N/A,,$6.19,0.6104
MPX,Marine Products Corp,Consumer Cyclical,"1,630.0%",0.032642985,16.7%,3.1%,$0.53,$561.33,13,40.6%,,$16.89,7.5
MQ,Marqeta Inc,N/A,486.0%,0,N/A,N/A,$0.00,"$2,360.98",N/A,0.0%,,$11.28,3.46
MRC,MRC Global Inc,Energy,"1,026.0%",0,N/A,N/A,$0.00,$864.02,13,0.0%,,$13.90,7.03
MRSN,Mersana Therapeutics Inc,Healthcare,308.0%,0,N/A,N/A,$0.00,$352.31,0,N/A,,$9.62,2.98
MRTN,"Marten Transport, Ltd.",Industrials,"2,084.0%",0.01144458071,0.0%,14.9%,$0.24,"$1,692.91",16,18.5%,0.9,$23.10,15.9
MSBI,Midland States Bancorp Inc,Financial Services,"2,026.0%",0.0561465522,3.4%,6.4%,$1.14,$446.23,5,27.0%,0.7,$27.04,17.42
MSEX,Middlesex Water Co.,Utilities,"7,826.0%",0.01597239969,7.8%,5.4%,$1.22,"$1,383.72",38,59.9%,0.7,$94.70,65.95
MSGE,Madison Square Garden Entertainment Corp.,N/A,"3,235.0%",0,N/A,N/A,$0.00,"$1,452.54",0,N/A,,$40.81,28.09
MSTR,Microstrategy Inc.,Technology,"32,911.0%",0,N/A,N/A,$0.00,"$3,618.44",N/A,0.0%,,$361.97,132.56
MTDR,Matador Resources Co,Energy,"4,964.0%",0.01003464367,N/A,N/A,$0.50,"$5,916.31",5,5.1%,,$73.22,40.79
MTH,Meritage Homes Corp.,Consumer Cyclical,"13,706.0%",0.003935856091,N/A,N/A,$0.54,"$5,012.48",6,2.2%,,$138.00,65.1
MTRN,Materion Corp,Basic Materials,"10,719.0%",0.004706771495,4.0%,4.4%,$0.50,"$2,209.05",23,10.8%,,$121.29,64.72
MTSI,MACOM Technology Solutions Holdings Inc,Technology,"5,928.0%",0,N/A,N/A,$0.00,"$4,202.01",13,0.0%,,$76.56,42.85
MTTR,Matterport Inc,N/A,287.0%,0,N/A,N/A,$0.00,$849.58,0,N/A,,$7.45,2.2
MTW,"Manitowoc Co., Inc.",Industrials,"1,753.0%",0,N/A,N/A,$0.00,$616.05,N/A,0.0%,,$20.20,7.53
MTX,"Minerals Technologies, Inc.",Basic Materials,"5,419.0%",0.003685945147,0.0%,0.0%,$0.20,"$1,763.53",15,5.7%,,$73.45,49.25
MULN,Mullen Automotive Inc,N/A,17.0%,0,N/A,N/A,$0.00,$29.26,0,N/A,1.0,$950.00,0.155
MUR,Murphy Oil Corp.,Energy,"3,746.0%",0.02766691972,10.0%,1.9%,$1.04,"$5,847.44",5,12.9%,,$50.52,25.13
MUSA,Murphy USA Inc,Consumer Cyclical,"29,249.0%",0.004845636587,N/A,N/A,$1.42,"$6,371.38",10,5.2%,,$321.75,224.97
MVBF,MVB Financial Corp.,Financial Services,"2,162.0%",0.03086336076,0.0%,41.5%,$0.67,$274.54,0,N/A,0.8,$35.92,15.96
MVIS,Microvision Inc.,Technology,410.0%,0,N/A,N/A,$0.00,$723.74,N/A,0.0%,,$8.20,1.82
MVST,Microvast Holdings Inc,N/A,156.0%,0,N/A,N/A,$0.00,$482.71,0,N/A,,$3.50,0.88
MWA,Mueller Water Products Inc,Industrials,"1,535.0%",0.01563517915,5.2%,4.1%,$0.24,"$2,401.07",31,48.7%,,$15.95,9.76
MXCT,MaxCyte Inc,N/A,468.0%,0,N/A,N/A,$0.00,$0.00,0,N/A,,NaN,NaN
MXL,MaxLinear Inc,Technology,"2,894.0%",0,N/A,N/A,$0.00,"$2,314.65",23,0.0%,,$43.66,23.05
MYE,Myers Industries Inc.,Consumer Cyclical,"1,904.0%",0.02808074633,0.0%,0.0%,$0.53,$699.56,13,35.2%,,$26.13,15.77
MYFW,First Western Financial Inc,Financial Services,"1,875.0%",0,N/A,N/A,$0.00,$178.83,0,N/A,,$30.70,13
MYGN,"Myriad Genetics, Inc.",Healthcare,"2,275.0%",0,N/A,N/A,$0.00,"$1,855.38",N/A,0.0%,,$28.18,13.92
MYPS,PLAYSTUDIOS Inc,N/A,469.0%,0,N/A,N/A,$0.00,$542.26,0,N/A,,$5.39,3.24
MYRG,MYR Group Inc,Industrials,"13,299.0%",0,N/A,N/A,$0.00,"$2,222.01",26,0.0%,,$140.14,76.97
NABL,N-able Inc,N/A,"1,426.0%",0,N/A,N/A,$0.00,"$2,595.85",171,0.0%,,$15.44,8.43
NAPA,Duckhorn Portfolio Inc (The),N/A,"1,310.0%",0,N/A,N/A,$0.00,"$1,510.35",0,N/A,,$21.87,12.64
NARI,Inari Medical Inc,N/A,"5,850.0%",0,N/A,N/A,$0.00,"$3,344.56",N/A,0.0%,,$86.94,52.59
NAT,Nordic American Tankers Ltd,Industrials,368.0%,0.0998648844,650.0%,49.6%,$0.37,$768.37,9,84.6%,,$4.30,1.63
NATR,"Nature`s Sunshine Products, Inc.",Consumer Defensive,"1,310.0%",0,N/A,N/A,$0.00,$249.49,73,0.0%,,$13.35,7.93
NAUT,Nautilus Biotechnology Inc,N/A,367.0%,0,N/A,N/A,$0.00,$458.26,0,N/A,,$4.65,1.5
NAVI,Navient Corp,Financial Services,"1,797.0%",0.03561491375,0.0%,0.0%,$0.63,"$2,272.57",5,17.3%,1.1,$19.40,12.38
NBHC,National Bank Holdings Corp,Financial Services,"2,891.0%",0.03389316304,13.0%,13.2%,$0.98,"$1,090.22",12,36.4%,,$49.03,26.26
NBN,Northeast Bank,Financial Services,"4,093.0%",0.0009765999901,N/A,N/A,$0.04,$368.25,0,N/A,0.5,$48.46,33.13
NBR,Nabors Industries Ltd,Energy,"9,383.0%",0,N/A,N/A,$0.00,$895.09,N/A,0.0%,,$190.90,83.05
NBTB,NBT Bancorp. Inc.,Financial Services,"3,209.0%",0.03671827251,7.1%,3.7%,$1.18,"$1,376.66",9,34.7%,0.7,$47.18,27.05
NC,Nacco Industries Inc.,Energy,"3,462.0%",0.02512998267,4.8%,5.7%,$0.84,$205.80,3,9.2%,,$60.90,29.37
NDLS,Noodles & Company,Consumer Cyclical,337.0%,0,N/A,N/A,$0.00,$156.23,0,N/A,,$6.55,3.12
NE,Noble Corp Plc,Energy,"3,652.0%",0,N/A,N/A,$0.00,"$5,062.74",0,N/A,,$45.50,27.63
NEO,Neogenomics Inc.,Healthcare,"1,667.0%",0,N/A,N/A,$0.00,"$2,126.73",N/A,0.0%,,$20.54,6
NEOG,Neogen Corp.,Healthcare,"2,169.0%",0,N/A,N/A,$0.00,"$4,689.83",N/A,0.0%,,$25.00,10.49
NETI,Eneti Inc,N/A,"1,165.0%",0.003427718578,0.0%,-12.9%,$0.04,$450.24,5,1.8%,,$13.46,5.1
NEX,NexTier Oilfield Solutions Inc,Energy,840.0%,0,N/A,N/A,$0.00,"$1,936.18",3,0.0%,,$11.36,6.66
NEXT,NextDecade Corporation,Energy,793.0%,0,N/A,N/A,$0.00,"$1,193.99",0,N/A,,$8.95,3.93
NFBK,Northfield Bancorp Inc,Financial Services,"1,097.0%",0.04614467491,0.0%,5.4%,$0.51,$510.44,9,39.5%,0.5,$15.53,8.88
NG,Novagold Resources Inc.,Basic Materials,458.0%,0,N/A,N/A,$0.00,"$1,529.82",0,N/A,,$6.98,4.06
NGM,Ngm Biopharmaceuticals Inc,Healthcare,326.0%,0,N/A,N/A,$0.00,$268.49,0,N/A,,$18.25,2.84
NGMS,NeoGames SA,N/A,"2,677.0%",0,N/A,N/A,$0.00,$914.01,0,N/A,,$27.77,10.85
NGVC,Natural Grocers by Vitamin Cottage Inc,Consumer Defensive,"1,211.0%",0.03267019692,N/A,N/A,$0.40,$275.31,17,55.1%,,$17.20,7.86
NGVT,Ingevity Corp,Basic Materials,"5,192.0%",0,N/A,N/A,$0.00,"$1,886.31",9,0.0%,,$90.81,46.52
NHC,National Healthcare Corp.,Healthcare,"6,091.0%",0.03874569036,3.6%,2.7%,$2.25,$933.17,50,184.2%,,$70.24,51.04
NHI,"National Health Investors, Inc.",Real Estate,"5,134.0%",0.07012076354,0.0%,-2.1%,$3.51,"$2,227.58",24,167.9%,,$63.82,47.19
NIC,Nicolet Bankshares Inc.,N/A,"6,794.0%",0.003679717398,N/A,N/A,$0.25,$999.85,16,5.9%,,$86.15,51.56
NJR,New Jersey Resources Corporation,Utilities,"4,598.0%",0.03392779469,7.6%,5.9%,$1.54,"$4,458.43",15,50.9%,,$55.39,37.19
NKLA,Nikola Corp,N/A,129.0%,0,N/A,N/A,$0.00,$895.38,N/A,0.0%,,$8.97,0.521
NKTR,Nektar Therapeutics,Healthcare,58.1%,0,N/A,N/A,$0.00,$109.87,N/A,0.0%,,$5.18,0.5225
NKTX,Nkarta Inc,N/A,462.0%,0,N/A,N/A,$0.00,$226.08,0,N/A,,$18.48,3.12
NL,"NL Industries, Inc.",Industrials,554.0%,0.04971552774,N/A,N/A,$0.28,$270.44,32,156.8%,,$10.29,5.32
NMIH,NMI Holdings Inc,Financial Services,"2,486.0%",0,N/A,N/A,$0.00,"$2,070.34",7,0.0%,,$26.72,16.14
NMRK,Newmark Group Inc,Real Estate,589.0%,0.02011923462,0.0%,-19.7%,$0.12,$902.45,12,36.8%,1.2,$11.64,5.01
NN,NextNav Inc,N/A,302.0%,0,N/A,N/A,$0.00,$325.31,0,N/A,,$3.85,1.59
NNI,Nelnet Inc,Financial Services,"9,611.0%",0.01056980428,8.3%,10.2%,$1.02,"$2,558.51",10,15.3%,,$101.60,77.77
NNOX,Nano X Imaging Ltd,N/A,"1,583.0%",0,N/A,N/A,$0.00,$873.03,0,N/A,,$22.69,5.31
NODK,NI Holdings Inc,Financial Services,"1,433.0%",0,N/A,N/A,$0.00,$301.32,0,N/A,,$18.10,12.06
NOG,Northern Oil and Gas Inc.,Energy,"3,207.0%",0.03322673721,N/A,N/A,$1.07,"$2,737.61",2,7.3%,,$38.21,20.8
NOTV,Inotiv Inc,N/A,508.0%,0,N/A,N/A,$0.00,$130.86,0,N/A,,$27.22,3.65
NOVA,Sunnova Energy International Inc,Technology,"1,820.0%",0,N/A,N/A,$0.00,"$2,116.48",0,N/A,,$31.47,12.46
